user_id,gender,age_group,interest_categories,persona
4689,男,25-30岁,运动|游戏,运动乐活型
4690,女,25-30岁,音乐|运动|游戏|美食,运动乐活型
4691,女,40岁以上,运动|音乐|美食|游戏,运动乐活型
4692,男,31-40岁,音乐|运动,运动乐活型
4693,女,40岁以上,学习|搞笑|宠物|科技,进步青年型
4694,女,18岁以下,搞笑|游戏|动漫|音乐,宅文化型
4695,男,31-40岁,学习|搞笑,进步青年型
4696,女,40岁以上,生活|美食,生活家型
4697,男,31-40岁,学习|搞笑,进步青年型
4698,男,31-40岁,生活|运动|美食|科技,生活家型
4699,女,18-24岁,生活|运动|科技|美食,生活家型
4700,女,40岁以上,运动|美食,运动乐活型
4701,男,18岁以下,生活|美食,生活家型
4702,男,31-40岁,科技|学习,进步青年型
4703,男,18-24岁,搞笑|游戏|动漫|音乐,宅文化型
4704,男,18岁以下,学习|宠物|搞笑,进步青年型
4705,女,31-40岁,宠物|学习,动漫二次元型
4706,男,25-30岁,游戏|动漫,宅文化型
4707,男,31-40岁,美食|生活|运动,生活家型
4708,女,18-24岁,生活|运动|美食|科技,生活家型
4709,男,18-24岁,学习|科技,进步青年型
4710,男,31-40岁,美食|生活|运动,生活家型
4711,女,18岁以下,美食|生活|运动,生活家型
4712,女,18-24岁,游戏|搞笑|音乐|动漫,宅文化型
4713,女,25-30岁,生活|科技|美食,生活家型
4714,女,18-24岁,运动|音乐,运动乐活型
4715,男,25-30岁,生活|美食|运动|科技,生活家型
4716,女,18-24岁,游戏|动漫|音乐,宅文化型
4717,男,40岁以上,美食|生活|运动,生活家型
4718,女,18-24岁,科技|学习|搞笑,进步青年型
4719,男,18岁以下,动漫|学习,动漫二次元型
4720,女,18岁以下,游戏|搞笑|音乐,宅文化型
4721,女,31-40岁,生活|运动|科技|美食,生活家型
4722,男,25-30岁,搞笑|音乐|动漫,宅文化型
4723,男,25-30岁,科技|学习|宠物|搞笑,进步青年型
4724,女,31-40岁,宠物|生活|学习,动漫二次元型
4725,女,18-24岁,动漫|宠物|生活,动漫二次元型
4726,男,40岁以上,学习|科技|宠物|搞笑,进步青年型
4727,女,18岁以下,宠物|动漫|生活|学习,动漫二次元型
4728,男,25-30岁,动漫|学习|宠物|生活,动漫二次元型
4729,男,18-24岁,动漫|宠物|学习|生活,动漫二次元型
4730,女,18岁以下,美食|生活,生活家型
4731,女,40岁以上,科技|搞笑|宠物|学习,进步青年型
4732,女,40岁以上,动漫|宠物,动漫二次元型
4733,女,18岁以下,音乐|美食,运动乐活型
4734,女,25-30岁,生活|美食,生活家型
4735,女,18岁以下,游戏|搞笑|动漫,宅文化型
4736,女,18-24岁,美食|生活,生活家型
4737,男,18岁以下,动漫|宠物|学习,动漫二次元型
4738,男,25-30岁,美食|生活|运动,生活家型
4739,女,18-24岁,音乐|运动,运动乐活型
4740,女,25-30岁,科技|搞笑,进步青年型
4741,男,18-24岁,搞笑|游戏,宅文化型
4742,男,25-30岁,搞笑|游戏,宅文化型
4743,女,31-40岁,运动|音乐|游戏,运动乐活型
4744,女,40岁以上,运动|美食|音乐,运动乐活型
4745,男,18-24岁,美食|生活|科技|运动,生活家型
4746,女,25-30岁,美食|科技|运动,生活家型
4747,男,40岁以上,搞笑|游戏,宅文化型
4748,男,31-40岁,运动|音乐,运动乐活型
4749,男,25-30岁,动漫|宠物|学习|生活,动漫二次元型
4750,女,18-24岁,科技|学习,进步青年型
4751,男,18岁以下,科技|宠物|学习|搞笑,进步青年型
4752,男,18岁以下,学习|科技,进步青年型
4753,男,18-24岁,搞笑|游戏|动漫,宅文化型
4754,女,31-40岁,动漫|宠物,动漫二次元型
4755,男,40岁以上,搞笑|动漫|音乐|游戏,宅文化型
4756,女,25-30岁,学习|科技|搞笑|宠物,进步青年型
4757,男,18-24岁,学习|科技|宠物|搞笑,进步青年型
4758,男,18岁以下,游戏|搞笑,宅文化型
4759,男,40岁以上,运动|音乐,运动乐活型
4760,女,31-40岁,音乐|游戏,运动乐活型
4761,女,18岁以下,宠物|学习|生活|动漫,动漫二次元型
4762,男,18-24岁,运动|音乐,运动乐活型
4763,男,18-24岁,音乐|游戏|运动,运动乐活型
4764,女,25-30岁,宠物|生活|学习,动漫二次元型
4765,女,31-40岁,动漫|生活|学习,动漫二次元型
4766,女,18岁以下,科技|学习,进步青年型
4767,男,31-40岁,动漫|学习,动漫二次元型
4768,女,40岁以上,生活|美食|运动,生活家型
4769,男,25-30岁,搞笑|游戏|动漫,宅文化型
4770,女,25-30岁,科技|学习|搞笑|宠物,进步青年型
4771,女,18-24岁,游戏|动漫,宅文化型
4772,男,25-30岁,科技|学习|宠物,进步青年型
4773,男,25-30岁,音乐|运动|美食,运动乐活型
4774,女,18-24岁,宠物|动漫|生活|学习,动漫二次元型
4775,男,40岁以上,科技|搞笑|宠物,进步青年型
4776,女,18-24岁,游戏|音乐,宅文化型
4777,男,18岁以下,音乐|游戏|运动,运动乐活型
4778,男,25-30岁,生活|美食|运动,生活家型
4779,男,18-24岁,搞笑|游戏|音乐|动漫,宅文化型
4780,女,25-30岁,学习|宠物,进步青年型
4781,女,40岁以上,美食|生活|科技|运动,生活家型
4782,女,40岁以上,宠物|动漫,动漫二次元型
4783,男,40岁以上,科技|学习|搞笑,进步青年型
4784,男,25-30岁,美食|运动|科技|生活,生活家型
4785,女,40岁以上,游戏|搞笑|动漫,宅文化型
4786,男,25-30岁,游戏|搞笑|动漫|音乐,宅文化型
4787,女,25-30岁,运动|音乐|美食,运动乐活型
4788,男,40岁以上,运动|音乐,运动乐活型
4789,男,31-40岁,科技|学习|搞笑,进步青年型
4790,女,31-40岁,科技|学习|宠物,进步青年型
4791,女,40岁以上,生活|科技|美食,生活家型
4792,男,18岁以下,宠物|动漫,动漫二次元型
4793,男,18-24岁,游戏|搞笑,宅文化型
4794,男,40岁以上,美食|生活|科技|运动,生活家型
4795,女,25-30岁,宠物|生活|学习|动漫,动漫二次元型
4796,女,25-30岁,运动|音乐|美食,运动乐活型
4797,男,25-30岁,生活|美食|科技,生活家型
4798,男,18岁以下,学习|搞笑|宠物,进步青年型
4799,男,18岁以下,学习|搞笑|宠物,进步青年型
4800,男,25-30岁,音乐|运动|游戏,运动乐活型
4801,女,18-24岁,美食|生活|科技,生活家型
4802,女,18-24岁,搞笑|游戏|音乐|动漫,宅文化型
4803,男,18岁以下,运动|音乐|游戏|美食,运动乐活型
4804,女,40岁以上,学习|科技,进步青年型
4805,男,40岁以上,搞笑|游戏|动漫|音乐,宅文化型
4806,女,18岁以下,科技|学习,进步青年型
4807,男,25-30岁,音乐|游戏|运动|美食,运动乐活型
4808,女,18岁以下,动漫|宠物|生活|学习,动漫二次元型
4809,男,25-30岁,生活|科技|美食|运动,生活家型
4810,男,25-30岁,科技|搞笑|宠物|学习,进步青年型
4811,男,31-40岁,音乐|运动,运动乐活型
4812,女,31-40岁,学习|科技|宠物|搞笑,进步青年型
4813,女,31-40岁,搞笑|游戏|动漫|音乐,宅文化型
4814,男,31-40岁,生活|美食,生活家型
4815,女,25-30岁,运动|音乐|美食|游戏,运动乐活型
4816,男,25-30岁,搞笑|游戏|动漫|音乐,宅文化型
4817,男,18岁以下,搞笑|游戏,宅文化型
4818,男,25-30岁,音乐|游戏|美食|运动,运动乐活型
4819,男,18岁以下,音乐|美食|游戏,运动乐活型
4820,女,25-30岁,生活|美食|科技|运动,生活家型
4821,女,18岁以下,科技|学习|宠物|搞笑,进步青年型
4822,女,40岁以上,音乐|运动,运动乐活型
4823,女,31-40岁,音乐|美食|游戏,运动乐活型
4824,女,31-40岁,运动|音乐|美食|游戏,运动乐活型
4825,男,18-24岁,音乐|运动|美食|游戏,运动乐活型
4826,女,31-40岁,生活|美食|运动,生活家型
4827,女,31-40岁,宠物|动漫,动漫二次元型
4828,女,18岁以下,搞笑|游戏,宅文化型
4829,女,25-30岁,动漫|宠物|学习,动漫二次元型
4830,男,18-24岁,运动|音乐,运动乐活型
4831,女,25-30岁,学习|搞笑|宠物|科技,进步青年型
4832,男,18岁以下,游戏|搞笑|音乐,宅文化型
4833,女,18-24岁,学习|科技|宠物,进步青年型
4834,女,25-30岁,学习|科技|宠物,进步青年型
4835,女,18-24岁,搞笑|游戏|动漫|音乐,宅文化型
4836,女,40岁以上,搞笑|游戏|音乐,宅文化型
4837,男,31-40岁,运动|美食,运动乐活型
4838,女,18-24岁,游戏|动漫,宅文化型
4839,女,40岁以上,动漫|宠物|学习|生活,动漫二次元型
4840,女,25-30岁,运动|音乐|美食,运动乐活型
4841,男,31-40岁,美食|运动|科技,生活家型
4842,男,40岁以上,宠物|生活|学习|动漫,动漫二次元型
4843,男,40岁以上,科技|学习|宠物,进步青年型
4844,女,40岁以上,游戏|搞笑|动漫,宅文化型
4845,女,31-40岁,宠物|动漫|学习,动漫二次元型
4846,女,40岁以上,游戏|搞笑,宅文化型
4847,男,18-24岁,搞笑|动漫,宅文化型
4848,女,31-40岁,音乐|运动|游戏|美食,运动乐活型
4849,男,25-30岁,游戏|动漫|搞笑,宅文化型
4850,男,18-24岁,生活|美食|运动,生活家型
4851,男,31-40岁,科技|学习|搞笑,进步青年型
4852,女,40岁以上,搞笑|游戏|动漫,宅文化型
4853,男,18-24岁,游戏|搞笑|动漫,宅文化型
4854,男,31-40岁,运动|音乐|游戏,运动乐活型
4855,男,40岁以上,宠物|动漫,动漫二次元型
4856,男,18-24岁,动漫|宠物|学习,动漫二次元型
4857,男,18岁以下,美食|运动,生活家型
4858,女,18岁以下,运动|音乐|美食|游戏,运动乐活型
4859,男,18岁以下,宠物|学习,动漫二次元型
4860,女,18岁以下,宠物|学习|生活,动漫二次元型
4861,男,25-30岁,游戏|搞笑|动漫,宅文化型
4862,男,40岁以上,科技|学习|搞笑|宠物,进步青年型
4863,女,18-24岁,运动|音乐|美食|游戏,运动乐活型
4864,女,18岁以下,运动|音乐|美食|游戏,运动乐活型
4865,女,40岁以上,动漫|学习,动漫二次元型
4866,女,31-40岁,生活|美食|科技|运动,生活家型
4867,男,18-24岁,动漫|宠物|学习,动漫二次元型
4868,女,25-30岁,运动|音乐|游戏,运动乐活型
4869,男,25-30岁,动漫|宠物|学习,动漫二次元型
4870,男,31-40岁,游戏|动漫,宅文化型
4871,女,18岁以下,搞笑|游戏,宅文化型
4872,男,18岁以下,生活|美食|科技,生活家型
4873,女,18岁以下,生活|美食|科技,生活家型
4874,女,18岁以下,生活|美食,生活家型
4875,男,25-30岁,学习|科技|搞笑|宠物,进步青年型
4876,男,31-40岁,游戏|搞笑|动漫,宅文化型
4877,男,18岁以下,美食|生活|科技,生活家型
4878,女,25-30岁,科技|学习,进步青年型
4879,男,25-30岁,运动|音乐|游戏,运动乐活型
4880,男,18岁以下,动漫|学习,动漫二次元型
4881,男,31-40岁,运动|音乐|美食,运动乐活型
4882,女,18-24岁,科技|学习|搞笑,进步青年型
4883,女,25-30岁,动漫|生活,动漫二次元型
4884,男,40岁以上,运动|音乐,运动乐活型
4885,男,31-40岁,游戏|搞笑|动漫|音乐,宅文化型
4886,男,18-24岁,游戏|搞笑|动漫|音乐,宅文化型
4887,女,25-30岁,宠物|动漫|生活|学习,动漫二次元型
4888,男,40岁以上,学习|科技|宠物|搞笑,进步青年型
4889,男,31-40岁,美食|生活,生活家型
4890,女,25-30岁,运动|音乐|游戏,运动乐活型
4891,男,40岁以上,美食|科技,生活家型
4892,女,18岁以下,学习|宠物|科技|搞笑,进步青年型
4893,男,18-24岁,游戏|搞笑,宅文化型
4894,女,18-24岁,美食|科技|运动,生活家型
4895,女,18岁以下,宠物|动漫|学习|生活,动漫二次元型
4896,男,40岁以上,动漫|学习|宠物|生活,动漫二次元型
4897,男,25-30岁,动漫|学习|生活|宠物,动漫二次元型
4898,女,31-40岁,宠物|动漫|学习|生活,动漫二次元型
4899,男,18岁以下,搞笑|游戏,宅文化型
4900,女,31-40岁,学习|搞笑|科技,进步青年型
4901,男,40岁以上,科技|宠物|搞笑,进步青年型
4902,男,31-40岁,音乐|运动,运动乐活型
4903,男,31-40岁,动漫|学习|宠物,动漫二次元型
4904,男,18岁以下,美食|生活|运动,生活家型
4905,女,18岁以下,音乐|美食|游戏,运动乐活型
4906,男,18岁以下,运动|音乐|美食,运动乐活型
4907,女,18-24岁,生活|运动|科技,生活家型
4908,女,18-24岁,学习|科技|搞笑,进步青年型
4909,男,40岁以上,搞笑|游戏|音乐|动漫,宅文化型
4910,女,40岁以上,音乐|游戏|运动|美食,运动乐活型
4911,男,18-24岁,科技|学习,进步青年型
4912,女,31-40岁,音乐|运动|游戏,运动乐活型
4913,男,25-30岁,学习|宠物|科技|搞笑,进步青年型
4914,女,18岁以下,科技|学习,进步青年型
4915,男,18岁以下,宠物|生活|学习|动漫,动漫二次元型
4916,女,18-24岁,动漫|宠物,动漫二次元型
4917,女,18-24岁,学习|科技|搞笑,进步青年型
4918,男,18-24岁,游戏|搞笑,宅文化型
4919,女,18岁以下,宠物|动漫|学习|生活,动漫二次元型
4920,男,18岁以下,运动|音乐|美食,运动乐活型
4921,男,31-40岁,搞笑|游戏|动漫,宅文化型
4922,女,40岁以上,科技|学习|宠物|搞笑,进步青年型
4923,女,40岁以上,动漫|宠物,动漫二次元型
4924,男,31-40岁,搞笑|游戏|音乐|动漫,宅文化型
4925,女,18-24岁,美食|生活|运动|科技,生活家型
4926,女,25-30岁,音乐|运动|游戏,运动乐活型
4927,男,18岁以下,学习|宠物|搞笑,进步青年型
4928,男,40岁以上,搞笑|游戏|动漫|音乐,宅文化型
4929,女,40岁以上,动漫|宠物|学习,动漫二次元型
4930,男,31-40岁,科技|宠物|学习|搞笑,进步青年型
4931,男,40岁以上,科技|学习,进步青年型
4932,男,18-24岁,科技|学习,进步青年型
4933,男,25-30岁,美食|生活,生活家型
4934,女,18岁以下,运动|音乐|游戏|美食,运动乐活型
4935,女,31-40岁,游戏|搞笑|音乐,宅文化型
4936,女,40岁以上,美食|生活|科技,生活家型
4937,女,40岁以上,学习|科技,进步青年型
4938,女,40岁以上,音乐|运动|游戏|美食,运动乐活型
4939,男,25-30岁,学习|科技,进步青年型
4940,男,25-30岁,游戏|音乐|搞笑,宅文化型
4941,男,31-40岁,科技|学习|宠物|搞笑,进步青年型
4942,男,40岁以上,运动|美食|音乐|游戏,运动乐活型
4943,女,25-30岁,宠物|动漫|生活|学习,动漫二次元型
4944,男,18-24岁,宠物|动漫|学习,动漫二次元型
4945,男,40岁以上,生活|美食|科技|运动,生活家型
4946,女,31-40岁,美食|科技|运动|生活,生活家型
4947,女,25-30岁,游戏|搞笑|音乐,宅文化型
4948,男,31-40岁,运动|游戏|美食|音乐,运动乐活型
4949,男,25-30岁,科技|学习|宠物|搞笑,进步青年型
4950,女,25-30岁,美食|生活,生活家型
4951,女,18岁以下,宠物|动漫|学习,动漫二次元型
4952,男,25-30岁,搞笑|游戏|音乐,宅文化型
4953,女,18-24岁,动漫|宠物|生活,动漫二次元型
4954,男,31-40岁,游戏|搞笑,宅文化型
4955,男,18岁以下,运动|音乐|游戏,运动乐活型
4956,男,25-30岁,美食|生活|运动|科技,生活家型
4957,女,40岁以上,学习|科技|搞笑,进步青年型
4958,男,25-30岁,宠物|动漫,动漫二次元型
4959,男,40岁以上,游戏|搞笑|动漫|音乐,宅文化型
4960,女,40岁以上,美食|生活|运动|科技,生活家型
4961,女,31-40岁,美食|生活|运动|科技,生活家型
4962,男,18岁以下,学习|科技|搞笑|宠物,进步青年型
4963,男,40岁以上,生活|美食,生活家型
4964,女,31-40岁,游戏|搞笑|动漫|音乐,宅文化型
4965,男,40岁以上,宠物|动漫|生活,动漫二次元型
4966,男,25-30岁,美食|生活|运动,生活家型
4967,女,31-40岁,运动|音乐|美食,运动乐活型
4968,女,18岁以下,科技|学习|宠物,进步青年型
4969,女,25-30岁,宠物|动漫|学习|生活,动漫二次元型
4970,女,31-40岁,科技|搞笑|学习|宠物,进步青年型
4971,女,40岁以上,游戏|搞笑|动漫,宅文化型
4972,女,18-24岁,科技|学习|宠物,进步青年型
4973,女,18-24岁,生活|美食|科技|运动,生活家型
4974,男,40岁以上,运动|音乐,运动乐活型
4975,男,40岁以上,宠物|学习|生活|动漫,动漫二次元型
4976,女,31-40岁,学习|科技|搞笑|宠物,进步青年型
4977,男,18岁以下,宠物|学习|生活,动漫二次元型
4978,男,25-30岁,音乐|美食|运动|游戏,运动乐活型
4979,女,31-40岁,科技|学习,进步青年型
4980,女,31-40岁,游戏|搞笑|动漫,宅文化型
4981,男,25-30岁,运动|游戏|音乐,运动乐活型
4982,女,18-24岁,生活|美食|科技,生活家型
4983,男,25-30岁,生活|美食|运动|科技,生活家型
4984,女,25-30岁,科技|学习,进步青年型
4985,男,31-40岁,音乐|游戏|运动,运动乐活型
4986,女,31-40岁,生活|美食|运动,生活家型
4987,女,25-30岁,搞笑|动漫|音乐,宅文化型
4988,女,25-30岁,宠物|学习|动漫,动漫二次元型
4989,女,31-40岁,搞笑|游戏,宅文化型
4990,女,18-24岁,生活|美食,生活家型
4991,女,25-30岁,生活|美食|科技,生活家型
4992,女,25-30岁,搞笑|游戏|音乐|动漫,宅文化型
4993,女,40岁以上,生活|美食,生活家型
4994,女,25-30岁,生活|科技,生活家型
4995,男,40岁以上,学习|科技|搞笑|宠物,进步青年型
4996,女,25-30岁,美食|生活,生活家型
4997,女,18岁以下,游戏|动漫|搞笑,宅文化型
4998,男,25-30岁,宠物|动漫|生活,动漫二次元型
4999,女,31-40岁,科技|学习|搞笑|宠物,进步青年型
5000,女,25-30岁,游戏|搞笑|音乐,宅文化型
5001,女,40岁以上,音乐|美食|游戏|运动,运动乐活型
5002,男,18岁以下,科技|宠物|搞笑,进步青年型
5003,男,40岁以上,美食|运动|科技,生活家型
5004,女,31-40岁,游戏|搞笑|音乐,宅文化型
5005,男,31-40岁,音乐|运动,运动乐活型
5006,男,40岁以上,运动|音乐|美食,运动乐活型
5007,女,18-24岁,生活|科技|美食,生活家型
5008,男,31-40岁,搞笑|音乐,宅文化型
5009,女,40岁以上,学习|科技|宠物|搞笑,进步青年型
5010,女,18-24岁,音乐|运动|美食|游戏,运动乐活型
5011,女,18-24岁,科技|学习|搞笑|宠物,进步青年型
5012,男,18岁以下,学习|科技|宠物,进步青年型
5013,女,40岁以上,动漫|宠物|学习|生活,动漫二次元型
5014,女,18-24岁,搞笑|游戏|动漫,宅文化型
5015,男,18-24岁,美食|生活|科技|运动,生活家型
5016,女,18-24岁,游戏|搞笑|动漫|音乐,宅文化型
5017,女,25-30岁,动漫|生活|宠物|学习,动漫二次元型
5018,女,25-30岁,音乐|运动|美食,运动乐活型
5019,男,18岁以下,运动|音乐|美食,运动乐活型
5020,男,31-40岁,搞笑|游戏,宅文化型
5021,女,25-30岁,科技|学习,进步青年型
5022,男,18岁以下,学习|科技|搞笑|宠物,进步青年型
5023,女,18岁以下,游戏|搞笑,宅文化型
5024,男,25-30岁,科技|搞笑|宠物|学习,进步青年型
5025,男,25-30岁,搞笑|游戏|动漫|音乐,宅文化型
5026,女,31-40岁,美食|生活|科技|运动,生活家型
5027,女,25-30岁,科技|学习|宠物,进步青年型
5028,男,40岁以上,生活|美食,生活家型
5029,女,40岁以上,游戏|搞笑|动漫|音乐,宅文化型
5030,女,25-30岁,动漫|宠物,动漫二次元型
5031,男,31-40岁,生活|运动|美食|科技,生活家型
5032,男,18岁以下,科技|搞笑|宠物|学习,进步青年型
5033,男,40岁以上,动漫|宠物|学习,动漫二次元型
5034,男,31-40岁,美食|生活,生活家型
5035,男,18-24岁,运动|美食,运动乐活型
5036,女,31-40岁,动漫|宠物|学习,动漫二次元型
5037,女,40岁以上,宠物|动漫|学习,动漫二次元型
5038,男,31-40岁,搞笑|音乐,宅文化型
5039,男,18-24岁,美食|生活,生活家型
5040,女,31-40岁,搞笑|游戏|音乐|动漫,宅文化型
5041,男,18-24岁,美食|运动,生活家型
5042,男,25-30岁,运动|游戏,运动乐活型
5043,女,25-30岁,动漫|生活|学习,动漫二次元型
5044,男,31-40岁,搞笑|音乐,宅文化型
5045,女,31-40岁,动漫|宠物|生活|学习,动漫二次元型
5046,男,18-24岁,学习|搞笑|科技,进步青年型
5047,女,18岁以下,动漫|学习|生活,动漫二次元型
5048,男,31-40岁,生活|美食,生活家型
5049,男,25-30岁,科技|搞笑|学习|宠物,进步青年型
5050,男,25-30岁,宠物|动漫,动漫二次元型
5051,女,18-24岁,美食|生活,生活家型
5052,男,18岁以下,音乐|游戏|运动,运动乐活型
5053,男,25-30岁,游戏|搞笑|音乐,宅文化型
5054,女,25-30岁,宠物|动漫|学习|生活,动漫二次元型
5055,女,40岁以上,音乐|游戏,运动乐活型
5056,男,40岁以上,游戏|搞笑|动漫,宅文化型
5057,男,25-30岁,游戏|音乐|动漫|搞笑,宅文化型
5058,女,18岁以下,美食|生活|运动,生活家型
5059,女,18-24岁,宠物|动漫|生活|学习,动漫二次元型
5060,男,31-40岁,宠物|动漫,动漫二次元型
5061,女,25-30岁,运动|游戏|美食,运动乐活型
5062,女,18-24岁,游戏|搞笑|动漫|音乐,宅文化型
5063,男,40岁以上,美食|生活|科技|运动,生活家型
5064,男,40岁以上,学习|科技|搞笑,进步青年型
5065,女,31-40岁,动漫|生活|学习,动漫二次元型
5066,女,25-30岁,音乐|运动,运动乐活型
5067,女,40岁以上,学习|搞笑,进步青年型
5068,女,40岁以上,动漫|宠物|学习,动漫二次元型
5069,男,18-24岁,游戏|搞笑|动漫|音乐,宅文化型
5070,男,25-30岁,搞笑|音乐,宅文化型
5071,女,18-24岁,游戏|搞笑,宅文化型
5072,男,18岁以下,搞笑|游戏|音乐,宅文化型
5073,男,31-40岁,音乐|运动|游戏|美食,运动乐活型
5074,男,40岁以上,游戏|搞笑|音乐|动漫,宅文化型
5075,男,31-40岁,宠物|动漫|生活,动漫二次元型
5076,女,25-30岁,宠物|学习|生活|动漫,动漫二次元型
5077,男,18岁以下,音乐|运动,运动乐活型
5078,男,40岁以上,美食|运动|科技,生活家型
5079,女,25-30岁,搞笑|游戏|音乐|动漫,宅文化型
5080,女,40岁以上,游戏|音乐|动漫|搞笑,宅文化型
5081,男,40岁以上,运动|游戏|音乐,运动乐活型
5082,男,31-40岁,搞笑|动漫|游戏|音乐,宅文化型
5083,男,18-24岁,动漫|宠物,动漫二次元型
5084,女,18岁以下,学习|搞笑|科技|宠物,进步青年型
5085,男,25-30岁,运动|游戏|音乐,运动乐活型
5086,男,18岁以下,学习|科技,进步青年型
5087,女,40岁以上,学习|科技|宠物,进步青年型
5088,女,25-30岁,学习|科技,进步青年型
5089,男,31-40岁,游戏|搞笑|动漫|音乐,宅文化型
5090,女,31-40岁,科技|学习|宠物|搞笑,进步青年型
5091,男,18岁以下,运动|音乐|美食|游戏,运动乐活型
5092,男,40岁以上,音乐|运动|游戏,运动乐活型
5093,男,18-24岁,学习|科技|宠物,进步青年型
5094,男,31-40岁,运动|音乐,运动乐活型
5095,男,18-24岁,宠物|动漫,动漫二次元型
5096,男,18岁以下,动漫|宠物,动漫二次元型
5097,男,25-30岁,生活|美食,生活家型
5098,男,18岁以下,科技|学习,进步青年型
5099,男,40岁以上,搞笑|游戏,宅文化型
5100,男,31-40岁,音乐|运动,运动乐活型
5101,男,18-24岁,生活|运动|美食|科技,生活家型
5102,女,31-40岁,音乐|运动|游戏|美食,运动乐活型
5103,女,18岁以下,宠物|动漫|生活|学习,动漫二次元型
5104,女,25-30岁,搞笑|游戏,宅文化型
5105,女,25-30岁,游戏|搞笑,宅文化型
5106,女,31-40岁,搞笑|游戏|动漫,宅文化型
5107,女,18岁以下,游戏|搞笑,宅文化型
5108,男,25-30岁,宠物|生活,动漫二次元型
5109,女,25-30岁,学习|科技,进步青年型
5110,男,18-24岁,运动|音乐|美食|游戏,运动乐活型
5111,男,31-40岁,游戏|搞笑,宅文化型
5112,男,25-30岁,动漫|宠物,动漫二次元型
5113,男,40岁以上,生活|美食,生活家型
5114,女,25-30岁,宠物|动漫|学习,动漫二次元型
5115,男,25-30岁,生活|运动|科技,生活家型
5116,女,25-30岁,动漫|宠物|生活|学习,动漫二次元型
5117,女,18-24岁,游戏|搞笑|音乐|动漫,宅文化型
5118,男,18-24岁,科技|学习,进步青年型
5119,男,25-30岁,搞笑|游戏|动漫|音乐,宅文化型
5120,女,25-30岁,宠物|动漫|生活,动漫二次元型
5121,女,25-30岁,动漫|生活|学习|宠物,动漫二次元型
5122,男,18岁以下,搞笑|游戏,宅文化型
5123,男,31-40岁,游戏|音乐,宅文化型
5124,女,25-30岁,音乐|运动|游戏|美食,运动乐活型
5125,女,18岁以下,学习|科技,进步青年型
5126,男,18岁以下,学习|科技|搞笑|宠物,进步青年型
5127,女,31-40岁,搞笑|游戏|动漫|音乐,宅文化型
5128,男,25-30岁,学习|搞笑|宠物|科技,进步青年型
5129,女,18岁以下,游戏|音乐|动漫,宅文化型
5130,女,31-40岁,宠物|动漫|生活,动漫二次元型
5131,女,40岁以上,音乐|美食,运动乐活型
5132,女,18岁以下,宠物|动漫|生活|学习,动漫二次元型
5133,男,31-40岁,动漫|宠物|生活,动漫二次元型
5134,女,25-30岁,游戏|搞笑|音乐|动漫,宅文化型
5135,男,18岁以下,游戏|动漫|音乐,宅文化型
5136,男,40岁以上,音乐|游戏,运动乐活型
5137,男,31-40岁,搞笑|动漫,宅文化型
5138,女,18岁以下,学习|科技,进步青年型
5139,女,18岁以下,游戏|搞笑,宅文化型
5140,女,40岁以上,科技|搞笑,进步青年型
5141,女,31-40岁,搞笑|游戏|动漫,宅文化型
5142,男,18岁以下,动漫|宠物|生活,动漫二次元型
5143,女,18岁以下,搞笑|音乐,宅文化型
5144,男,18-24岁,游戏|搞笑|动漫|音乐,宅文化型
5145,男,25-30岁,宠物|动漫,动漫二次元型
5146,男,40岁以上,美食|科技|运动|生活,生活家型
5147,男,18-24岁,音乐|游戏|美食,运动乐活型
5148,女,40岁以上,游戏|搞笑|音乐,宅文化型
5149,男,18岁以下,宠物|学习|生活|动漫,动漫二次元型
5150,女,25-30岁,学习|科技|宠物|搞笑,进步青年型
5151,女,25-30岁,游戏|搞笑|动漫,宅文化型
5152,男,18岁以下,生活|美食,生活家型
5153,男,18岁以下,运动|音乐|美食,运动乐活型
5154,男,31-40岁,音乐|美食,运动乐活型
5155,男,25-30岁,生活|运动|科技,生活家型
5156,男,18-24岁,科技|学习|宠物,进步青年型
5157,女,40岁以上,宠物|动漫|生活,动漫二次元型
5158,男,18岁以下,音乐|美食|运动,运动乐活型
5159,男,40岁以上,搞笑|音乐,宅文化型
5160,女,40岁以上,游戏|搞笑,宅文化型
5161,男,25-30岁,游戏|搞笑|音乐,宅文化型
5162,男,18-24岁,生活|科技|美食,生活家型
5163,男,18-24岁,科技|学习,进步青年型
5164,男,18-24岁,学习|宠物,进步青年型
5165,男,25-30岁,学习|宠物,进步青年型
5166,男,40岁以上,宠物|动漫,动漫二次元型
5167,女,25-30岁,美食|运动|生活|科技,生活家型
5168,女,40岁以上,音乐|运动|美食,运动乐活型
5169,男,18岁以下,宠物|生活|学习|动漫,动漫二次元型
5170,男,31-40岁,搞笑|游戏,宅文化型
5171,女,18岁以下,美食|生活|运动,生活家型
5172,女,18-24岁,游戏|动漫|搞笑,宅文化型
5173,男,18-24岁,美食|科技,生活家型
5174,男,18-24岁,运动|游戏|美食,运动乐活型
5175,女,40岁以上,美食|生活|科技,生活家型
5176,男,40岁以上,学习|搞笑|科技,进步青年型
5177,女,25-30岁,动漫|宠物,动漫二次元型
5178,女,18-24岁,生活|科技|运动,生活家型
5179,男,18-24岁,游戏|搞笑|动漫|音乐,宅文化型
5180,女,31-40岁,音乐|运动,运动乐活型
5181,女,18岁以下,科技|学习,进步青年型
5182,女,25-30岁,美食|科技,生活家型
